244

77	0	32	1136	64	32
565	23	1360	1136	32	32
79	0	1536	1136	128	32
83	0	3040	1136	64	32
550	22	1360	1200	32	32
75	0	1504	1200	64	32
73	0	1504	1232	64	32
56	0	224	1264	448	32
547	4	1456	1296	32	32
70	0	1482	1264	108	32
24	0	928	1296	960	32
54	0	1504	1296	64	32
571	20	18	1328	22	96
22	0	1504	1328	64	32
572	15	224	1344	64	64
595	12	732	1349	32	32
597	12	976	1359	32	32
20	0	1504	1360	64	32
598	12	1072	1391	32	32
16	0	32	1392	64	32
18	0	1504	1392	64	32
654	17	1045	1402	16	32
655	17	920	1403	16	32
657	17	662	1405	16	32
656	17	790	1405	16	32
653	17	1174	1407	16	32
652	17	1303	1407	16	32
651	17	1436	1407	16	32
659	17	411	1408	16	32
658	17	552	1408	16	32
594	12	592	1410	32	32
596	12	859	1411	32	32
12	0	32	1424	64	32
14	0	1504	1424	64	32
8	0	32	1456	64	32
10	0	1504	1456	64	32
4	0	32	1488	64	32
6	0	1504	1488	64	32
0	0	32	1520	64	32
2	0	1504	1520	64	32
